,Compound,Negative,Neutral,Positive,Source,Time,Tweet,Tweets Ago
402,-0.4215,0.135,0.865,0.0,nytimes,Mon Apr 09 23:32:03 +0000 2018,"President Trump reacted angrily to the FBI’s raid on his personal lawyer’s office, calling it “disgraceful” and an… https://t.co/6fKnjSrfjT",3
403,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:17:04 +0000 2018,"RT @susanchira: Arizona shatters stereotypes of women in power -- from the left and from the right:  Year of the Woman? In Arizona, It’s Wo…",4
404,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:02:04 +0000 2018,Federal prosecutors obtained the search warrant to raid Michael Cohen's office after receiving a referral from the… https://t.co/KpsAXGgQ8y,5
405,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:47:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AdiSycZeI4,6
406,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:39:11 +0000 2018,"RT @NYTMetro: John Leland, Times reporter and author, is discussing his new book, “Happiness Is a Choice You Make.” Tune in now for the liv…",7
407,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:32:05 +0000 2018,"In the digestive tracts of leeches, scientists find evidence of elusive forest species https://t.co/sPCA3y7CoV",8
408,0.6808,0.0,0.789,0.211,nytimes,Mon Apr 09 22:17:03 +0000 2018,"RT @nytimesbooks: ""When a male supervisor told Abbott that 'nice girls' don’t go to the Bowery, she replied: 'Buddy, I’m not a nice girl. I…",9
409,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:02:04 +0000 2018,The Museum of the City of New York will digitize hundreds of 19th-century playbills https://t.co/kdtPEMMvnn,10
410,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 21:47:02 +0000 2018,Only 10 women have given birth while serving in Congress. Tammy Duckworth is the first senator. https://t.co/fl5ejK0DVW,11
411,-0.1027,0.235,0.542,0.223,nytimes,Mon Apr 09 21:32:04 +0000 2018,"A Brooklyn man's mind began to unravel after the police fatally shot his best friend. 10 years later, he died the s… https://t.co/eOOcJBjhZQ",12
412,-0.2732,0.174,0.618,0.208,nytimes,Mon Apr 09 21:17:06 +0000 2018,"RT @ABarnardNYT: New court papers contend top Syrian security officials deliberately tracked &amp; killed journalist Marie Colvin in 2012, part…",13
413,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 21:00:07 +0000 2018,"🤫
https://t.co/ivXQVRb3TB",14
414,0.5106,0.0,0.875,0.125,nytimes,Mon Apr 09 20:50:07 +0000 2018,"RT @MarkLandler: “A pleasant guy can still end up urging someone to use nukes, just as an irascible guy can.” @peterbakernyt  on John Bolto…",15
415,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:40:12 +0000 2018,One NYT reader's reaction to President Trump saying he'll decide whether to retaliate militarily for the suspected… https://t.co/36rThr8Anf,16
416,0.0258,0.114,0.769,0.117,nytimes,Mon Apr 09 20:30:14 +0000 2018,"RT @nytimesworld: The pope issued a 103-page document on Monday, declaring that caring for migrants and the poor was as sacred as ""our defe…",17
417,0.0258,0.0,0.939,0.061,nytimes,Mon Apr 09 20:20:05 +0000 2018,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/t0vZnfpiPB,18
418,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:10:06 +0000 2018,"RT @coopnytimes: How a Philly cheesesteak goes from the grill to @CarnegieHall, with @PhilOrch and  @nezetseguin, via @todopera  https://t.…",19
419,-0.3818,0.184,0.746,0.07,nytimes,Mon Apr 09 20:06:34 +0000 2018,"RT @kevinroose: Scoop: Mark Zuckerberg personally emailed activists in Myanmar last week, after they accused him of inaction toward FB-fuel…",20
420,0.4019,0.0,0.881,0.119,nytimes,Mon Apr 09 23:53:05 +0000 2018,"RT @nytopinion: With the help of the California courts, Stormy Daniels appears to be entering into a long-term relationship with the presid…",21
421,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:42:00 +0000 2018,Full transcript of President Trump's remarks https://t.co/3vTKj27DcI,22
422,-0.4215,0.135,0.865,0.0,nytimes,Mon Apr 09 23:32:03 +0000 2018,"President Trump reacted angrily to the FBI’s raid on his personal lawyer’s office, calling it “disgraceful” and an… https://t.co/6fKnjSrfjT",23
423,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:17:04 +0000 2018,"RT @susanchira: Arizona shatters stereotypes of women in power -- from the left and from the right:  Year of the Woman? In Arizona, It’s Wo…",24
424,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:02:04 +0000 2018,Federal prosecutors obtained the search warrant to raid Michael Cohen's office after receiving a referral from the… https://t.co/KpsAXGgQ8y,25
425,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:47:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AdiSycZeI4,26
426,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:39:11 +0000 2018,"RT @NYTMetro: John Leland, Times reporter and author, is discussing his new book, “Happiness Is a Choice You Make.” Tune in now for the liv…",27
427,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:32:05 +0000 2018,"In the digestive tracts of leeches, scientists find evidence of elusive forest species https://t.co/sPCA3y7CoV",28
428,0.6808,0.0,0.789,0.211,nytimes,Mon Apr 09 22:17:03 +0000 2018,"RT @nytimesbooks: ""When a male supervisor told Abbott that 'nice girls' don’t go to the Bowery, she replied: 'Buddy, I’m not a nice girl. I…",29
429,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 22:02:04 +0000 2018,The Museum of the City of New York will digitize hundreds of 19th-century playbills https://t.co/kdtPEMMvnn,30
430,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 21:47:02 +0000 2018,Only 10 women have given birth while serving in Congress. Tammy Duckworth is the first senator. https://t.co/fl5ejK0DVW,31
431,-0.1027,0.235,0.542,0.223,nytimes,Mon Apr 09 21:32:04 +0000 2018,"A Brooklyn man's mind began to unravel after the police fatally shot his best friend. 10 years later, he died the s… https://t.co/eOOcJBjhZQ",32
432,-0.2732,0.174,0.618,0.208,nytimes,Mon Apr 09 21:17:06 +0000 2018,"RT @ABarnardNYT: New court papers contend top Syrian security officials deliberately tracked &amp; killed journalist Marie Colvin in 2012, part…",33
433,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 21:00:07 +0000 2018,"🤫
https://t.co/ivXQVRb3TB",34
434,0.5106,0.0,0.875,0.125,nytimes,Mon Apr 09 20:50:07 +0000 2018,"RT @MarkLandler: “A pleasant guy can still end up urging someone to use nukes, just as an irascible guy can.” @peterbakernyt  on John Bolto…",35
435,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:40:12 +0000 2018,One NYT reader's reaction to President Trump saying he'll decide whether to retaliate militarily for the suspected… https://t.co/36rThr8Anf,36
436,0.0258,0.114,0.769,0.117,nytimes,Mon Apr 09 20:30:14 +0000 2018,"RT @nytimesworld: The pope issued a 103-page document on Monday, declaring that caring for migrants and the poor was as sacred as ""our defe…",37
437,0.0258,0.0,0.939,0.061,nytimes,Mon Apr 09 20:20:05 +0000 2018,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/t0vZnfpiPB,38
438,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:10:06 +0000 2018,"RT @coopnytimes: How a Philly cheesesteak goes from the grill to @CarnegieHall, with @PhilOrch and  @nezetseguin, via @todopera  https://t.…",39
439,-0.3818,0.184,0.746,0.07,nytimes,Mon Apr 09 20:06:34 +0000 2018,"RT @kevinroose: Scoop: Mark Zuckerberg personally emailed activists in Myanmar last week, after they accused him of inaction toward FB-fuel…",40
440,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:04:49 +0000 2018,"Breaking News: The FBI raided the office of President Trump’s personal lawyer, seizing records on many topics, incl… https://t.co/bacTToVwCx",41
441,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:02:36 +0000 2018,"RT @amyfiscus: NEW: Federal agents raided the office today of Michael Cohen, Trump’s lawyer https://t.co/dOoQMEY2rO",42
442,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 20:00:09 +0000 2018,"“We didn’t take a broad enough view of our responsibility, and that was a big mistake,” Mark Zuckerberg wrote in hi… https://t.co/2anbudHMd5",43
443,-0.5574,0.184,0.816,0.0,nytimes,Mon Apr 09 19:50:06 +0000 2018,"As evidenced by its latest trailer, “Solo: A Star Wars Story” will be far from a solo mission https://t.co/t4BjrBHHxw",44
444,0.3612,0.0,0.889,0.111,nytimes,Mon Apr 09 19:40:03 +0000 2018,"“New York in the early ’80s was like the wild, wild West; anything could happen, there was so much possibility.” https://t.co/vE2Mo4hkRt",45
445,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 19:30:05 +0000 2018,RT @SteveLohr: What European-style privacy rules may mean for Facebook. https://t.co/Vya2AgcDuy @NatashaNYT explains,46
446,-0.296,0.104,0.896,0.0,nytimes,Mon Apr 09 19:20:06 +0000 2018,A body found floating near the California coast may belong to one of the 3 teenagers still missing after their fami… https://t.co/lylvDA3rc1,47
447,-0.6486,0.202,0.798,0.0,nytimes,Mon Apr 09 19:10:06 +0000 2018,"Congestion pricing was a major priority for the governor, businesses and activists. Now it’s nearly dead. The obsta… https://t.co/o9C5BoCqkW",48
448,0.8126,0.0,0.72,0.28,nytimes,Mon Apr 09 19:00:07 +0000 2018,"RT @jazzedloon: I interviewed Cynthia Nixon, who loves New York State almost as much as she loves talking spicy about Cuomo https://t.co/f5…",49
449,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 18:50:05 +0000 2018,It's simple but loaded with flavor https://t.co/N8VwOWA1ow,50
450,-0.3716,0.201,0.679,0.12,nytimes,Mon Apr 09 18:40:03 +0000 2018,"There’s something admirable about a show so defiantly opposed to change, but something frustrating, too https://t.co/Pmd3iO9LoU",51
451,-0.4404,0.116,0.884,0.0,nytimes,Mon Apr 09 18:30:11 +0000 2018,"RT @SopanDeb: At the end of 2017, Hank Azaria responded to criticism of Apu from @harikondabolu as ""upsetting."" So the show finally respond…",52
452,-0.3182,0.113,0.887,0.0,nytimes,Mon Apr 09 18:20:03 +0000 2018,"In a study across 28 companies, 76% of critical feedback given to women included comments on her personality (e.g.,… https://t.co/TUalWjJUQ1",53
453,-0.4019,0.114,0.886,0.0,nytimes,Mon Apr 09 18:06:33 +0000 2018,"Breaking News: The federal deficit is set to rise sharply, topping $1 trillion by 2020, in the first CBO estimate s… https://t.co/sinJOmbQea",54
454,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 18:00:21 +0000 2018,"President Trump ""is always speaking to a proximate audience; unlike other presidents, the speaking, not the speech,… https://t.co/wImyJJ353V",55
455,0.4019,0.0,0.881,0.119,nytimes,Mon Apr 09 17:50:03 +0000 2018,RT @MichaelPaulson: NYC playbills from the 18th and 19th centuries will be digitized and searchable at @MuseumofCityNY with boost from @NEH…,56
456,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 17:40:10 +0000 2018,President Trump said that he will meet with Kim Jong-un in May or early June https://t.co/c0x2DD3Qs2,57
457,-0.1027,0.154,0.75,0.096,nytimes,Mon Apr 09 17:30:09 +0000 2018,"“It was my mistake, and I’m sorry. I started Facebook, I run it, and I’m responsible for what happens here,” Mark Z… https://t.co/BnvctJCv1N",58
458,0.2621,0.0,0.886,0.114,nytimes,Mon Apr 09 17:20:09 +0000 2018,"Cynthia Nixon: ""We built the Erie Canal! We can’t fix the subway? Are you kidding me?"" https://t.co/urfn3iJWvz",59
459,-0.296,0.091,0.909,0.0,nytimes,Mon Apr 09 17:10:06 +0000 2018,RT @AllMattNYT: The Facebook app used to harvest data for Cambridge Analytica had one function: to scrape profile data. There was no “in-ap…,60
460,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 17:00:21 +0000 2018,Why you should get the new shingles vaccine https://t.co/xaK1AGl8up,61
461,0.4927,0.0,0.803,0.197,nytimes,Mon Apr 09 16:50:07 +0000 2018,"Move over, Elsa. The most entertaining ice queen on Broadway is Regina George. https://t.co/ONSXYvF14Z",62
462,-0.5574,0.173,0.827,0.0,nytimes,Mon Apr 09 16:45:06 +0000 2018,RT @readercenter: Confused about the trade conflict between the U.S. and China? Tweet us your questions and we will answer some LIVE from t…,63
463,0.3182,0.0,0.901,0.099,nytimes,Mon Apr 09 16:40:06 +0000 2018,"""Perhaps for the first time in a very long time, maybe the first time ever, people are beginning to entertain the p… https://t.co/LwHMBJRCRt",64
464,0.25,0.094,0.769,0.137,nytimes,Mon Apr 09 16:30:05 +0000 2018,"RT @jasondhorowitz: In major document on holiness, Pope Francis, seeming to brushback conservative critics, says caring for migrants and th…",65
465,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 16:20:07 +0000 2018,How Mark Zuckerberg is cramming for his congressional hearings https://t.co/BZaWkSmwz8,66
466,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 16:10:05 +0000 2018,Uber found that people who use Jump Bikes travel about the same distance as people who use the company's app to rid… https://t.co/vo7p9mA6qo,67
467,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 16:06:45 +0000 2018,Breaking News: President Trump said he’ll decide in the next 24 to 48 hours whether to retaliate militarily for the… https://t.co/pm5f4zhHkT,68
468,0.3612,0.0,0.878,0.122,nytimes,Mon Apr 09 16:00:07 +0000 2018,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/5ZevGIUUfN,69
469,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 15:50:05 +0000 2018,The signature may be going out of style https://t.co/iQpUA90mZG,70
470,-0.6705,0.243,0.757,0.0,nytimes,Mon Apr 09 15:40:08 +0000 2018,The leader of ISIS in northern Afghanistan has been killed by an American airstrike https://t.co/I4KySr1aMn,71
471,0.8326,0.056,0.617,0.328,nytimes,Mon Apr 09 15:30:09 +0000 2018,RT @TimHerrera: Giving feedback isn’t easy! But @stephmit is in SL this week talking about how to be better — and less biased — at giving i…,72
472,-0.2263,0.101,0.899,0.0,nytimes,Mon Apr 09 15:20:10 +0000 2018,Gov. Rick Scott made official what Floridians have suspected for months: He's running for the U.S. Senate https://t.co/2IrL7lFd1j,73
473,0.1027,0.073,0.833,0.094,nytimes,Mon Apr 09 15:10:05 +0000 2018,The federal government’s top ethics official sent a letter to the EPA questioning Scott Pruitt's actions and asking… https://t.co/gpwZQAbPF3,74
474,0.6705,0.0,0.683,0.317,nytimes,Mon Apr 09 15:00:21 +0000 2018,"Combative, relentless and proudly impolitic, John Bolton has a kindred spirit of sorts in President Trump, a fellow… https://t.co/rDXkTyjA3G",75
475,0.1027,0.086,0.811,0.104,nytimes,Mon Apr 09 14:50:03 +0000 2018,"“Get a job,” one Chief Wahoo fan yelled, along with an expletive, at protesters at the Cleveland Indians' home open… https://t.co/OGmApH1WRA",76
476,0.5598,0.0,0.833,0.167,nytimes,Mon Apr 09 14:40:08 +0000 2018,"RT @VVFriedman: Why that rumor about Anna Wintour leaving Vogue was so powerful, and what it could mean -  https://t.co/hnJqwO6cR6",77
477,-0.296,0.128,0.872,0.0,nytimes,Mon Apr 09 14:32:06 +0000 2018,Video: Syria and Russia accused Israel of conducting aistrikes on a Syrian air base on Monday https://t.co/MxTcHGx2TG,78
478,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 14:25:04 +0000 2018,"RT @chashomans: I went to some of Trump's post-election rallies, and had some thoughts about them, and wrote down those thoughts: https://t…",79
479,-0.34,0.149,0.766,0.086,nytimes,Mon Apr 09 14:14:06 +0000 2018,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/VLXdNstvls,80
480,-0.875,0.44,0.56,0.0,nytimes,Mon Apr 09 14:00:05 +0000 2018,"Big power tensions in the Syria conflict, already running high after an apparent chemical weapons attack, ratcheted… https://t.co/JAhWKLryfR",81
481,0.6908,0.0,0.678,0.322,nytimes,Mon Apr 09 13:45:05 +0000 2018,"Tony Robbins, a life coach, apologized for saying women use #MeToo to gain ""significance"" https://t.co/ZEc5Hy3QpS",82
482,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 13:30:07 +0000 2018,"RT @PatrickKingsley: What would happen if a far-right leader cemented power in a western state? In Viktor Orban's Hungary, it's already hap…",83
483,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 13:20:05 +0000 2018,Video: Did these women see #MeToo coming? https://t.co/NXZ3mPD44F,84
484,-0.4404,0.206,0.687,0.107,nytimes,Mon Apr 09 13:11:10 +0000 2018,"Friends of the art collector who died in a fire at Trump Tower said he had been trying to move since the election,… https://t.co/AADoOZvj7r",85
485,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 13:00:27 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/z6zdDPxTPo https://t.co/fsmzE3skCk,86
486,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 12:44:06 +0000 2018,The post-campaign campaign of Donald Trump https://t.co/EFmeLFLJgX https://t.co/nwpMojrmlE,87
487,-0.1027,0.062,0.938,0.0,nytimes,Mon Apr 09 12:30:04 +0000 2018,"When women have their first child between age 25 and 35, their pay never recovers, relative to that of their husban… https://t.co/68e886x9kv",88
488,-0.7717,0.295,0.705,0.0,nytimes,Mon Apr 09 12:14:03 +0000 2018,European leaders' biggest fear may be that President Trump's belligerent approach to trade will destroy the postwar… https://t.co/tjShh80JUo,89
489,0.0258,0.139,0.717,0.143,nytimes,Mon Apr 09 11:45:04 +0000 2018,"Caring for migrants and the poor is equally as holy a pursuit as opposing abortion, Pope Francis declared https://t.co/vpN7G3cWgs",90
490,-0.6124,0.257,0.672,0.071,nytimes,Mon Apr 09 11:30:06 +0000 2018,"RT @TheSteinLine: For the second straight season, one seriously sprained knee forced the Warriors to make the unkindest of roster cuts. My…",91
491,-0.3818,0.223,0.625,0.152,nytimes,Mon Apr 09 11:14:03 +0000 2018,"After a suspected chemical attack in Syria, President Trump said Iran and Russia were responsible for backing ""Anim… https://t.co/PYq05VxVKa",92
492,0.0516,0.09,0.81,0.1,nytimes,Mon Apr 09 11:00:13 +0000 2018,"""At a certain point, you just have to do something,"" said a bookseller in Berlin who helped organize protests again… https://t.co/KRDuQhzKMH",93
493,-0.1531,0.074,0.926,0.0,nytimes,Mon Apr 09 10:44:06 +0000 2018,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/c3xhGEDI7r,94
494,0.4588,0.0,0.84,0.16,nytimes,Mon Apr 09 10:31:06 +0000 2018,"RT @nytimesworld: “We don’t want migrants to come to Hungary,” said an army reservist who voted for Viktor Orban’s party. “They are unwilli…",95
495,-0.7717,0.325,0.675,0.0,nytimes,Mon Apr 09 10:17:02 +0000 2018,Six men suspected of plotting a possible attack on the Berlin half-marathon on Sunday were detained by the police https://t.co/kYJl4HlJs6,96
496,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 10:07:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/RNNICDJiOs https://t.co/fTtErIRrGA,97
497,0.2732,0.0,0.9,0.1,nytimes,Mon Apr 09 10:00:19 +0000 2018,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/7auDlDfWBv",98
498,-0.6597,0.252,0.748,0.0,nytimes,Mon Apr 09 09:44:01 +0000 2018,Syria and Russia blamed Israel for early morning airstrikes on a Syrian military base that a conflict monitoring gr… https://t.co/GtFjYhkZ8d,99
499,-0.7003,0.266,0.734,0.0,nytimes,Mon Apr 09 09:29:01 +0000 2018,"The reported chemical attack in Syria seems to have squeezed President Trump between conflicting impulses, and rais… https://t.co/mRlcTrwBJA",100
